"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","ROIName","contrastName","Group"
5,462,46,1,0.119358,10,3,"RMFG","joke-lit","RHLang"
6,370,37,1,0.07602,10,3,"RIFGorb","joke-lit","RHLang"
1,2948,294,1,0.874061,11,1,"RPostTemp","joke","RHLang"
2,1627,162,1,0.39524,11,1,"RAntTemp","joke","RHLang"
3,644,64,1,-0.15621,11,1,"RAngG","joke","RHLang"
4,743,74,1,1.084437,11,1,"RIFG","joke","RHLang"
5,462,46,1,0.706927,11,1,"RMFG","joke","RHLang"
6,370,37,1,1.053154,11,1,"RIFGorb","joke","RHLang"
1,2948,294,1,1.060162,11,2,"RPostTemp","lit","RHLang"
2,1627,162,1,0.450871,11,2,"RAntTemp","lit","RHLang"
3,644,64,1,-0.094045,11,2,"RAngG","lit","RHLang"
4,743,74,1,1.215537,11,2,"RIFG","lit","RHLang"
5,462,46,1,0.929008,11,2,"RMFG","lit","RHLang"
6,370,37,1,1.141171,11,2,"RIFGorb","lit","RHLang"
1,2948,294,1,-0.186101,11,3,"RPostTemp","joke-lit","RHLang"
2,1627,162,1,-0.05563,11,3,"RAntTemp","joke-lit","RHLang"
3,644,64,1,-0.062165,11,3,"RAngG","joke-lit","RHLang"
4,743,74,1,-0.1311,11,3,"RIFG","joke-lit","RHLang"
5,462,46,1,-0.222081,11,3,"RMFG","joke-lit","RHLang"
6,370,37,1,-0.088018,11,3,"RIFGorb","joke-lit","RHLang"
1,2948,294,1,1.525879,12,1,"RPostTemp","joke","RHLang"
2,1627,162,1,1.035766,12,1,"RAntTemp","joke","RHLang"
3,644,64,1,0.614996,12,1,"RAngG","joke","RHLang"
4,743,74,1,0.97201,12,1,"RIFG","joke","RHLang"
5,462,46,1,1.122987,12,1,"RMFG","joke","RHLang"
6,370,37,1,1.583635,12,1,"RIFGorb","joke","RHLang"
1,2948,294,1,1.388988,12,2,"RPostTemp","lit","RHLang"
2,1627,162,1,1.075706,12,2,"RAntTemp","lit","RHLang"
3,644,64,1,0.696493,12,2,"RAngG","lit","RHLang"
4,743,74,1,1.205588,12,2,"RIFG","lit","RHLang"
5,462,46,1,1.058857,12,2,"RMFG","lit","RHLang"
6,370,37,1,1.43843,12,2,"RIFGorb","lit","RHLang"
1,2948,294,1,0.136891,12,3,"RPostTemp","joke-lit","RHLang"
2,1627,162,1,-0.03994,12,3,"RAntTemp","joke-lit","RHLang"
3,644,64,1,-0.081498,12,3,"RAngG","joke-lit","RHLang"
4,743,74,1,-0.233578,12,3,"RIFG","joke-lit","RHLang"
5,462,46,1,0.064129,12,3,"RMFG","joke-lit","RHLang"
6,370,37,1,0.145205,12,3,"RIFGorb","joke-lit","RHLang"
1,2948,294,1,0.835758,1,1,"LPostTemp","joke","LHLang"
2,1627,162,1,0.53414,1,1,"LAntTemp","joke","LHLang"
3,644,64,1,0.434924,1,1,"LAngG","joke","LHLang"
4,743,74,1,1.478182,1,1,"LIFG","joke","LHLang"
5,462,46,1,1.932788,1,1,"LMFG","joke","LHLang"
6,370,37,1,2.16893,1,1,"LIFGorb","joke","LHLang"
1,2948,294,1,0.846452,1,2,"LPostTemp","lit","LHLang"
2,1627,162,1,0.500144,1,2,"LAntTemp","lit","LHLang"
3,644,64,1,0.398014,1,2,"LAngG","lit","LHLang"
4,743,74,1,1.508471,1,2,"LIFG","lit","LHLang"
5,462,46,1,1.901366,1,2,"LMFG","lit","LHLang"
6,370,37,1,1.977727,1,2,"LIFGorb","lit","LHLang"
1,2948,294,1,-0.010695,1,3,"LPostTemp","joke-lit","LHLang"
2,1627,162,1,0.033996,1,3,"LAntTemp","joke-lit","LHLang"
3,644,64,1,0.036911,1,3,"LAngG","joke-lit","LHLang"
4,743,74,1,-0.030289,1,3,"LIFG","joke-lit","LHLang"
5,462,46,1,0.031421,1,3,"LMFG","joke-lit","LHLang"
6,370,37,1,0.191203,1,3,"LIFGorb","joke-lit","LHLang"
1,2948,294,1,1.045492,2,1,"LPostTemp","joke","LHLang"
2,1627,162,1,0.750096,2,1,"LAntTemp","joke","LHLang"
3,644,64,1,0.803528,2,1,"LAngG","joke","LHLang"
4,743,74,1,2.256675,2,1,"LIFG","joke","LHLang"
5,462,46,1,0.68909,2,1,"LMFG","joke","LHLang"
6,370,37,1,1.286176,2,1,"LIFGorb","joke","LHLang"
1,2948,294,1,1.230617,2,2,"LPostTemp","lit","LHLang"
2,1627,162,1,0.831414,2,2,"LAntTemp","lit","LHLang"
3,644,64,1,0.81808,2,2,"LAngG","lit","LHLang"
4,743,74,1,2.702636,2,2,"LIFG","lit","LHLang"
5,462,46,1,0.98338,2,2,"LMFG","lit","LHLang"
6,370,37,1,1.430515,2,2,"LIFGorb","lit","LHLang"
1,2948,294,1,-0.185125,2,3,"LPostTemp","joke-lit","LHLang"
2,1627,162,1,-0.081318,2,3,"LAntTemp","joke-lit","LHLang"
3,644,64,1,-0.014553,2,3,"LAngG","joke-lit","LHLang"
4,743,74,1,-0.445961,2,3,"LIFG","joke-lit","LHLang"
5,462,46,1,-0.29429,2,3,"LMFG","joke-lit","LHLang"
6,370,37,1,-0.144339,2,3,"LIFGorb","joke-lit","LHLang"
1,2948,294,1,0.622231,3,1,"LPostTemp","joke","LHLang"
2,1627,162,1,0.662359,3,1,"LAntTemp","joke","LHLang"
3,644,64,1,0.004203,3,1,"LAngG","joke","LHLang"
4,743,74,1,0.476761,3,1,"LIFG","joke","LHLang"
5,462,46,1,0.372254,3,1,"LMFG","joke","LHLang"
6,370,37,1,0.414204,3,1,"LIFGorb","joke","LHLang"
1,2948,294,1,0.439319,3,2,"LPostTemp","lit","LHLang"
2,1627,162,1,0.549567,3,2,"LAntTemp","lit","LHLang"
3,644,64,1,-0.048907,3,2,"LAngG","lit","LHLang"
4,743,74,1,0.42467,3,2,"LIFG","lit","LHLang"
5,462,46,1,0.263826,3,2,"LMFG","lit","LHLang"
6,370,37,1,0.330855,3,2,"LIFGorb","lit","LHLang"
1,2948,294,1,0.182912,3,3,"LPostTemp","joke-lit","LHLang"
2,1627,162,1,0.112792,3,3,"LAntTemp","joke-lit","LHLang"
3,644,64,1,0.053111,3,3,"LAngG","joke-lit","LHLang"
4,743,74,1,0.052091,3,3,"LIFG","joke-lit","LHLang"
5,462,46,1,0.108428,3,3,"LMFG","joke-lit","LHLang"
6,370,37,1,0.08335,3,3,"LIFGorb","joke-lit","LHLang"
1,2948,294,1,1.846412,4,1,"LPostTemp","joke","LHLang"
2,1627,162,1,1.197202,4,1,"LAntTemp","joke","LHLang"
3,644,64,1,1.316734,4,1,"LAngG","joke","LHLang"
4,743,74,1,2.025755,4,1,"LIFG","joke","LHLang"
5,462,46,1,1.074475,4,1,"LMFG","joke","LHLang"
6,370,37,1,2.526608,4,1,"LIFGorb","joke","LHLang"
1,2948,294,1,1.569648,4,2,"LPostTemp","lit","LHLang"
2,1627,162,1,1.075442,4,2,"LAntTemp","lit","LHLang"
3,644,64,1,1.225612,4,2,"LAngG","lit","LHLang"
4,743,74,1,1.568127,4,2,"LIFG","lit","LHLang"
5,462,46,1,0.804836,4,2,"LMFG","lit","LHLang"
6,370,37,1,1.683705,4,2,"LIFGorb","lit","LHLang"
1,2948,294,1,0.276763,4,3,"LPostTemp","joke-lit","LHLang"
2,1627,162,1,0.12176,4,3,"LAntTemp","joke-lit","LHLang"
3,644,64,1,0.091122,4,3,"LAngG","joke-lit","LHLang"
4,743,74,1,0.457628,4,3,"LIFG","joke-lit","LHLang"
5,462,46,1,0.269639,4,3,"LMFG","joke-lit","LHLang"
6,370,37,1,0.842903,4,3,"LIFGorb","joke-lit","LHLang"
1,2948,294,1,1.058869,5,1,"LPostTemp","joke","LHLang"
2,1627,162,1,0.597094,5,1,"LAntTemp","joke","LHLang"
3,644,64,1,0.44934,5,1,"LAngG","joke","LHLang"
4,743,74,1,0.688198,5,1,"LIFG","joke","LHLang"
5,462,46,1,1.293169,5,1,"LMFG","joke","LHLang"
6,370,37,1,3.052947,5,1,"LIFGorb","joke","LHLang"
1,2948,294,1,1.140096,5,2,"LPostTemp","lit","LHLang"
2,1627,162,1,0.71406,5,2,"LAntTemp","lit","LHLang"
3,644,64,1,0.421636,5,2,"LAngG","lit","LHLang"
4,743,74,1,0.790279,5,2,"LIFG","lit","LHLang"
5,462,46,1,1.509547,5,2,"LMFG","lit","LHLang"
6,370,37,1,2.669755,5,2,"LIFGorb","lit","LHLang"
1,2948,294,1,-0.081227,5,3,"LPostTemp","joke-lit","LHLang"
2,1627,162,1,-0.116967,5,3,"LAntTemp","joke-lit","LHLang"
3,644,64,1,0.027703,5,3,"LAngG","joke-lit","LHLang"
4,743,74,1,-0.102081,5,3,"LIFG","joke-lit","LHLang"
5,462,46,1,-0.216378,5,3,"LMFG","joke-lit","LHLang"
6,370,37,1,0.383192,5,3,"LIFGorb","joke-lit","LHLang"
1,2948,294,1,1.178982,6,1,"LPostTemp","joke","LHLang"
2,1627,162,1,1.272826,6,1,"LAntTemp","joke","LHLang"
3,644,64,1,0.610679,6,1,"LAngG","joke","LHLang"
4,743,74,1,1.443506,6,1,"LIFG","joke","LHLang"
5,462,46,1,1.775617,6,1,"LMFG","joke","LHLang"
6,370,37,1,2.872388,6,1,"LIFGorb","joke","LHLang"
1,2948,294,1,1.01439,6,2,"LPostTemp","lit","LHLang"
2,1627,162,1,1.121839,6,2,"LAntTemp","lit","LHLang"
3,644,64,1,0.574479,6,2,"LAngG","lit","LHLang"
4,743,74,1,1.392656,6,2,"LIFG","lit","LHLang"
5,462,46,1,1.644829,6,2,"LMFG","lit","LHLang"
6,370,37,1,2.81764,6,2,"LIFGorb","lit","LHLang"
1,2948,294,1,0.164591,6,3,"LPostTemp","joke-lit","LHLang"
2,1627,162,1,0.150988,6,3,"LAntTemp","joke-lit","LHLang"
3,644,64,1,0.0362,6,3,"LAngG","joke-lit","LHLang"
4,743,74,1,0.05085,6,3,"LIFG","joke-lit","LHLang"
5,462,46,1,0.130788,6,3,"LMFG","joke-lit","LHLang"
6,370,37,1,0.054748,6,3,"LIFGorb","joke-lit","LHLang"
1,2948,294,1,0.354214,7,1,"LPostTemp","joke","LHLang"
2,1627,162,1,0.104685,7,1,"LAntTemp","joke","LHLang"
3,644,64,1,-0.018924,7,1,"LAngG","joke","LHLang"
4,743,74,1,1.35018,7,1,"LIFG","joke","LHLang"
5,462,46,1,1.15418,7,1,"LMFG","joke","LHLang"
6,370,37,1,1.317765,7,1,"LIFGorb","joke","LHLang"
1,2948,294,1,0.403076,7,2,"LPostTemp","lit","LHLang"
2,1627,162,1,0.197235,7,2,"LAntTemp","lit","LHLang"
3,644,64,1,-0.051213,7,2,"LAngG","lit","LHLang"
4,743,74,1,1.476917,7,2,"LIFG","lit","LHLang"
5,462,46,1,1.105307,7,2,"LMFG","lit","LHLang"
6,370,37,1,1.474158,7,2,"LIFGorb","lit","LHLang"
1,2948,294,1,-0.048862,7,3,"LPostTemp","joke-lit","LHLang"
2,1627,162,1,-0.09255,7,3,"LAntTemp","joke-lit","LHLang"
3,644,64,1,0.032288,7,3,"LAngG","joke-lit","LHLang"
4,743,74,1,-0.126736,7,3,"LIFG","joke-lit","LHLang"
5,462,46,1,0.048872,7,3,"LMFG","joke-lit","LHLang"
6,370,37,1,-0.156393,7,3,"LIFGorb","joke-lit","LHLang"
1,2948,294,1,1.451777,8,1,"LPostTemp","joke","LHLang"
2,1627,162,1,1.220777,8,1,"LAntTemp","joke","LHLang"
3,644,64,1,0.180964,8,1,"LAngG","joke","LHLang"
4,743,74,1,1.383432,8,1,"LIFG","joke","LHLang"
5,462,46,1,0.740014,8,1,"LMFG","joke","LHLang"
6,370,37,1,1.93358,8,1,"LIFGorb","joke","LHLang"
1,2948,294,1,1.526084,8,2,"LPostTemp","lit","LHLang"
2,1627,162,1,1.117686,8,2,"LAntTemp","lit","LHLang"
3,644,64,1,0.149178,8,2,"LAngG","lit","LHLang"
4,743,74,1,1.538651,8,2,"LIFG","lit","LHLang"
5,462,46,1,1.165898,8,2,"LMFG","lit","LHLang"
6,370,37,1,1.911991,8,2,"LIFGorb","lit","LHLang"
1,2948,294,1,-0.074308,8,3,"LPostTemp","joke-lit","LHLang"
2,1627,162,1,0.10309,8,3,"LAntTemp","joke-lit","LHLang"
3,644,64,1,0.031786,8,3,"LAngG","joke-lit","LHLang"
4,743,74,1,-0.155219,8,3,"LIFG","joke-lit","LHLang"
5,462,46,1,-0.425884,8,3,"LMFG","joke-lit","LHLang"
6,370,37,1,0.021589,8,3,"LIFGorb","joke-lit","LHLang"
1,2948,294,1,1.367721,9,1,"LPostTemp","joke","LHLang"
2,1627,162,1,1.078672,9,1,"LAntTemp","joke","LHLang"
3,644,64,1,0.093323,9,1,"LAngG","joke","LHLang"
4,743,74,1,2.31041,9,1,"LIFG","joke","LHLang"
5,462,46,1,0.520231,9,1,"LMFG","joke","LHLang"
6,370,37,1,2.178965,9,1,"LIFGorb","joke","LHLang"
1,2948,294,1,1.169656,9,2,"LPostTemp","lit","LHLang"
2,1627,162,1,0.825009,9,2,"LAntTemp","lit","LHLang"
3,644,64,1,-0.11505,9,2,"LAngG","lit","LHLang"
4,743,74,1,1.749227,9,2,"LIFG","lit","LHLang"
5,462,46,1,0.384781,9,2,"LMFG","lit","LHLang"
6,370,37,1,1.795361,9,2,"LIFGorb","lit","LHLang"
1,2948,294,1,0.198065,9,3,"LPostTemp","joke-lit","LHLang"
2,1627,162,1,0.253663,9,3,"LAntTemp","joke-lit","LHLang"
3,644,64,1,0.208373,9,3,"LAngG","joke-lit","LHLang"
4,743,74,1,0.561183,9,3,"LIFG","joke-lit","LHLang"
5,462,46,1,0.13545,9,3,"LMFG","joke-lit","LHLang"
6,370,37,1,0.383604,9,3,"LIFGorb","joke-lit","LHLang"
1,2948,294,1,1.199607,10,1,"LPostTemp","joke","LHLang"
2,1627,162,1,1.069662,10,1,"LAntTemp","joke","LHLang"
3,644,64,1,0.216324,10,1,"LAngG","joke","LHLang"
4,743,74,1,4.392391,10,1,"LIFG","joke","LHLang"
5,462,46,1,2.295061,10,1,"LMFG","joke","LHLang"
6,370,37,1,2.018475,10,1,"LIFGorb","joke","LHLang"
1,2948,294,1,1.138856,10,2,"LPostTemp","lit","LHLang"
2,1627,162,1,1.042568,10,2,"LAntTemp","lit","LHLang"
3,644,64,1,0.201429,10,2,"LAngG","lit","LHLang"
4,743,74,1,4.513006,10,2,"LIFG","lit","LHLang"
5,462,46,1,2.517442,10,2,"LMFG","lit","LHLang"
6,370,37,1,1.947482,10,2,"LIFGorb","lit","LHLang"
1,2948,294,1,0.060751,10,3,"LPostTemp","joke-lit","LHLang"
2,1627,162,1,0.027094,10,3,"LAntTemp","joke-lit","LHLang"
3,644,64,1,0.014896,10,3,"LAngG","joke-lit","LHLang"
4,743,74,1,-0.120615,10,3,"LIFG","joke-lit","LHLang"
5,462,46,1,-0.222381,10,3,"LMFG","joke-lit","LHLang"
6,370,37,1,0.070993,10,3,"LIFGorb","joke-lit","LHLang"
1,2948,294,1,1.471429,11,1,"LPostTemp","joke","LHLang"
2,1627,162,1,0.705252,11,1,"LAntTemp","joke","LHLang"
3,644,64,1,0.49558,11,1,"LAngG","joke","LHLang"
4,743,74,1,3.083466,11,1,"LIFG","joke","LHLang"
5,462,46,1,1.418419,11,1,"LMFG","joke","LHLang"
6,370,37,1,1.899243,11,1,"LIFGorb","joke","LHLang"
1,2948,294,1,1.589762,11,2,"LPostTemp","lit","LHLang"
2,1627,162,1,0.640834,11,2,"LAntTemp","lit","LHLang"
3,644,64,1,0.293231,11,2,"LAngG","lit","LHLang"
4,743,74,1,3.113567,11,2,"LIFG","lit","LHLang"
5,462,46,1,1.510107,11,2,"LMFG","lit","LHLang"
6,370,37,1,1.935319,11,2,"LIFGorb","lit","LHLang"
1,2948,294,1,-0.118333,11,3,"LPostTemp","joke-lit","LHLang"
2,1627,162,1,0.064418,11,3,"LAntTemp","joke-lit","LHLang"
3,644,64,1,0.202349,11,3,"LAngG","joke-lit","LHLang"
4,743,74,1,-0.030101,11,3,"LIFG","joke-lit","LHLang"
5,462,46,1,-0.091688,11,3,"LMFG","joke-lit","LHLang"
6,370,37,1,-0.036076,11,3,"LIFGorb","joke-lit","LHLang"
1,2948,294,1,1.680938,12,1,"LPostTemp","joke","LHLang"
2,1627,162,1,1.314906,12,1,"LAntTemp","joke","LHLang"
3,644,64,1,1.75823,12,1,"LAngG","joke","LHLang"
4,743,74,1,1.481479,12,1,"LIFG","joke","LHLang"
5,462,46,1,2.496555,12,1,"LMFG","joke","LHLang"
6,370,37,1,1.927422,12,1,"LIFGorb","joke","LHLang"
1,2948,294,1,1.737995,12,2,"LPostTemp","lit","LHLang"
2,1627,162,1,1.230561,12,2,"LAntTemp","lit","LHLang"
3,644,64,1,1.539608,12,2,"LAngG","lit","LHLang"
4,743,74,1,1.533967,12,2,"LIFG","lit","LHLang"
5,462,46,1,2.543195,12,2,"LMFG","lit","LHLang"
6,370,37,1,2.020247,12,2,"LIFGorb","lit","LHLang"
1,2948,294,1,-0.057058,12,3,"LPostTemp","joke-lit","LHLang"
2,1627,162,1,0.084345,12,3,"LAntTemp","joke-lit","LHLang"
3,644,64,1,0.218622,12,3,"LAngG","joke-lit","LHLang"
4,743,74,1,-0.052488,12,3,"LIFG","joke-lit","LHLang"
5,462,46,1,-0.04664,12,3,"LMFG","joke-lit","LHLang"
6,370,37,1,-0.092825,12,3,"LIFGorb","joke-lit","LHLang"
1,1038,103,1,1.483152,1,1,"LIFGop","joke","MDLeft"
2,1399,139,1,1.43058,1,1,"RIFGop","joke","MDRight"
3,4863,486,1,0.969636,1,1,"LMFG","joke","MDLeft"
4,5104,510,1,1.089089,1,1,"RMFG","joke","MDRight"
5,888,88,1,0.158769,1,1,"LMFGorb","joke","MDLeft"
6,1015,101,1,0.20806,1,1,"RMFGorb","joke","MDRight"
7,3526,352,1,2.1911,1,1,"LPrecG","joke","MDLeft"
8,3381,338,1,0.67418,1,1,"RPrecG","joke","MDRight"
9,1858,185,1,0.876826,1,1,"LInsula","joke","MDLeft"
10,1770,177,1,0.921694,1,1,"RInsula","joke","MDRight"
11,2147,214,1,1.405371,1,1,"LSMA","joke","MDLeft"
12,2371,237,1,1.431166,1,1,"RSMA","joke","MDRight"
13,2447,244,1,0.616473,1,1,"LParInf","joke","MDLeft"
14,1345,134,1,0.537586,1,1,"RParInf","joke","MDRight"
15,2065,206,1,0.3741,1,1,"LParSup","joke","MDLeft"
16,2222,222,1,0.472157,1,1,"RParSup","joke","MDRight"
17,1615,161,1,0.355901,1,1,"LACC","joke","MDLeft"
18,1958,195,1,0.651534,1,1,"RACC","joke","MDRight"
1,1038,103,1,1.332294,1,2,"LIFGop","lit","MDLeft"
2,1399,139,1,1.377182,1,2,"RIFGop","lit","MDRight"
3,4863,486,1,0.617558,1,2,"LMFG","lit","MDLeft"
4,5104,510,1,0.703057,1,2,"RMFG","lit","MDRight"
5,888,88,1,-0.073259,1,2,"LMFGorb","lit","MDLeft"
6,1015,101,1,0.230088,1,2,"RMFGorb","lit","MDRight"
7,3526,352,1,1.951582,1,2,"LPrecG","lit","MDLeft"
8,3381,338,1,0.466375,1,2,"RPrecG","lit","MDRight"
9,1858,185,1,0.651795,1,2,"LInsula","lit","MDLeft"
10,1770,177,1,0.766586,1,2,"RInsula","lit","MDRight"
11,2147,214,1,1.240477,1,2,"LSMA","lit","MDLeft"
12,2371,237,1,1.308011,1,2,"RSMA","lit","MDRight"
13,2447,244,1,0.322926,1,2,"LParInf","lit","MDLeft"
14,1345,134,1,0.179134,1,2,"RParInf","lit","MDRight"
15,2065,206,1,0.151177,1,2,"LParSup","lit","MDLeft"
16,2222,222,1,0.18483,1,2,"RParSup","lit","MDRight"
17,1615,161,1,0.072816,1,2,"LACC","lit","MDLeft"
18,1958,195,1,0.400671,1,2,"RACC","lit","MDRight"
1,1038,103,1,0.150858,1,3,"LIFGop","joke-lit","MDLeft"
2,1399,139,1,0.053398,1,3,"RIFGop","joke-lit","MDRight"
3,4863,486,1,0.352078,1,3,"LMFG","joke-lit","MDLeft"
4,5104,510,1,0.386033,1,3,"RMFG","joke-lit","MDRight"
5,888,88,1,0.232028,1,3,"LMFGorb","joke-lit","MDLeft"
6,1015,101,1,-0.022028,1,3,"RMFGorb","joke-lit","MDRight"
7,3526,352,1,0.239519,1,3,"LPrecG","joke-lit","MDLeft"
8,3381,338,1,0.207805,1,3,"RPrecG","joke-lit","MDRight"
9,1858,185,1,0.225031,1,3,"LInsula","joke-lit","MDLeft"
10,1770,177,1,0.155107,1,3,"RInsula","joke-lit","MDRight"
11,2147,214,1,0.164894,1,3,"LSMA","joke-lit","MDLeft"
12,2371,237,1,0.123154,1,3,"RSMA","joke-lit","MDRight"
13,2447,244,1,0.293547,1,3,"LParInf","joke-lit","MDLeft"
14,1345,134,1,0.358452,1,3,"RParInf","joke-lit","MDRight"
15,2065,206,1,0.222924,1,3,"LParSup","joke-lit","MDLeft"
16,2222,222,1,0.287327,1,3,"RParSup","joke-lit","MDRight"
17,1615,161,1,0.283085,1,3,"LACC","joke-lit","MDLeft"
18,1958,195,1,0.250863,1,3,"RACC","joke-lit","MDRight"
1,1038,103,1,0.69052,2,1,"LIFGop","joke","MDLeft"
2,1399,139,1,0.27742,2,1,"RIFGop","joke","MDRight"
3,4863,486,1,0.602956,2,1,"LMFG","joke","MDLeft"
4,5104,510,1,0.450659,2,1,"RMFG","joke","MDRight"
5,888,88,1,0.34449,2,1,"LMFGorb","joke","MDLeft"
6,1015,101,1,0.13265,2,1,"RMFGorb","joke","MDRight"
7,3526,352,1,0.460125,2,1,"LPrecG","joke","MDLeft"
8,3381,338,1,0.5321,2,1,"RPrecG","joke","MDRight"
9,1858,185,1,0.839441,2,1,"LInsula","joke","MDLeft"
10,1770,177,1,0.762399,2,1,"RInsula","joke","MDRight"
11,2147,214,1,1.68338,2,1,"LSMA","joke","MDLeft"
12,2371,237,1,0.654774,2,1,"RSMA","joke","MDRight"
13,2447,244,1,-0.070235,2,1,"LParInf","joke","MDLeft"
14,1345,134,1,-0.578332,2,1,"RParInf","joke","MDRight"
15,2065,206,1,0.739121,2,1,"LParSup","joke","MDLeft"
16,2222,222,1,-0.437421,2,1,"RParSup","joke","MDRight"
17,1615,161,1,0.682185,2,1,"LACC","joke","MDLeft"
18,1958,195,1,0.831722,2,1,"RACC","joke","MDRight"
1,1038,103,1,0.714686,2,2,"LIFGop","lit","MDLeft"
2,1399,139,1,0.383441,2,2,"RIFGop","lit","MDRight"
3,4863,486,1,0.571075,2,2,"LMFG","lit","MDLeft"
4,5104,510,1,0.382337,2,2,"RMFG","lit","MDRight"
5,888,88,1,0.187123,2,2,"LMFGorb","lit","MDLeft"
6,1015,101,1,0.145297,2,2,"RMFGorb","lit","MDRight"
7,3526,352,1,0.398591,2,2,"LPrecG","lit","MDLeft"
8,3381,338,1,0.625422,2,2,"RPrecG","lit","MDRight"
9,1858,185,1,0.930752,2,2,"LInsula","lit","MDLeft"
10,1770,177,1,0.923244,2,2,"RInsula","lit","MDRight"
11,2147,214,1,1.902488,2,2,"LSMA","lit","MDLeft"
12,2371,237,1,0.716571,2,2,"RSMA","lit","MDRight"
13,2447,244,1,-0.101798,2,2,"LParInf","lit","MDLeft"
14,1345,134,1,-0.959889,2,2,"RParInf","lit","MDRight"
15,2065,206,1,0.760696,2,2,"LParSup","lit","MDLeft"
16,2222,222,1,-0.653849,2,2,"RParSup","lit","MDRight"
17,1615,161,1,0.653883,2,2,"LACC","lit","MDLeft"
18,1958,195,1,0.857746,2,2,"RACC","lit","MDRight"
1,1038,103,1,-0.024166,2,3,"LIFGop","joke-lit","MDLeft"
2,1399,139,1,-0.106021,2,3,"RIFGop","joke-lit","MDRight"
3,4863,486,1,0.031881,2,3,"LMFG","joke-lit","MDLeft"
4,5104,510,1,0.068322,2,3,"RMFG","joke-lit","MDRight"
5,888,88,1,0.157367,2,3,"LMFGorb","joke-lit","MDLeft"
6,1015,101,1,-0.012647,2,3,"RMFGorb","joke-lit","MDRight"
7,3526,352,1,0.061534,2,3,"LPrecG","joke-lit","MDLeft"
8,3381,338,1,-0.093322,2,3,"RPrecG","joke-lit","MDRight"
9,1858,185,1,-0.091312,2,3,"LInsula","joke-lit","MDLeft"
10,1770,177,1,-0.160846,2,3,"RInsula","joke-lit","MDRight"
11,2147,214,1,-0.219108,2,3,"LSMA","joke-lit","MDLeft"
12,2371,237,1,-0.061797,2,3,"RSMA","joke-lit","MDRight"
13,2447,244,1,0.031562,2,3,"LParInf","joke-lit","MDLeft"
14,1345,134,1,0.381557,2,3,"RParInf","joke-lit","MDRight"
15,2065,206,1,-0.021575,2,3,"LParSup","joke-lit","MDLeft"
16,2222,222,1,0.216429,2,3,"RParSup","joke-lit","MDRight"
17,1615,161,1,0.028302,2,3,"LACC","joke-lit","MDLeft"
18,1958,195,1,-0.026024,2,3,"RACC","joke-lit","MDRight"
1,1038,103,1,0.960269,3,1,"LIFGop","joke","MDLeft"
2,1399,139,1,1.633429,3,1,"RIFGop","joke","MDRight"
3,4863,486,1,0.538425,3,1,"LMFG","joke","MDLeft"
4,5104,510,1,0.867794,3,1,"RMFG","joke","MDRight"
5,888,88,1,0.072293,3,1,"LMFGorb","joke","MDLeft"
6,1015,101,1,0.448054,3,1,"RMFGorb","joke","MDRight"
7,3526,352,1,1.171132,3,1,"LPrecG","joke","MDLeft"
8,3381,338,1,0.856978,3,1,"RPrecG","joke","MDRight"
9,1858,185,1,0.554621,3,1,"LInsula","joke","MDLeft"
10,1770,177,1,0.407821,3,1,"RInsula","joke","MDRight"
11,2147,214,1,0.686776,3,1,"LSMA","joke","MDLeft"
12,2371,237,1,1.158985,3,1,"RSMA","joke","MDRight"
13,2447,244,1,0.7107,3,1,"LParInf","joke","MDLeft"
14,1345,134,1,0.704608,3,1,"RParInf","joke","MDRight"
15,2065,206,1,1.117874,3,1,"LParSup","joke","MDLeft"
16,2222,222,1,0.640638,3,1,"RParSup","joke","MDRight"
17,1615,161,1,0.330967,3,1,"LACC","joke","MDLeft"
18,1958,195,1,0.570887,3,1,"RACC","joke","MDRight"
1,1038,103,1,0.833914,3,2,"LIFGop","lit","MDLeft"
2,1399,139,1,1.892878,3,2,"RIFGop","lit","MDRight"
3,4863,486,1,0.197767,3,2,"LMFG","lit","MDLeft"
4,5104,510,1,0.701357,3,2,"RMFG","lit","MDRight"
5,888,88,1,-0.547911,3,2,"LMFGorb","lit","MDLeft"
6,1015,101,1,0.327644,3,2,"RMFGorb","lit","MDRight"
7,3526,352,1,0.91301,3,2,"LPrecG","lit","MDLeft"
8,3381,338,1,0.738005,3,2,"RPrecG","lit","MDRight"
9,1858,185,1,0.465127,3,2,"LInsula","lit","MDLeft"
10,1770,177,1,0.67048,3,2,"RInsula","lit","MDRight"
11,2147,214,1,0.655169,3,2,"LSMA","lit","MDLeft"
12,2371,237,1,1.253279,3,2,"RSMA","lit","MDRight"
13,2447,244,1,0.505542,3,2,"LParInf","lit","MDLeft"
14,1345,134,1,0.214572,3,2,"RParInf","lit","MDRight"
15,2065,206,1,0.953217,3,2,"LParSup","lit","MDLeft"
16,2222,222,1,0.542406,3,2,"RParSup","lit","MDRight"
17,1615,161,1,0.126012,3,2,"LACC","lit","MDLeft"
18,1958,195,1,0.467754,3,2,"RACC","lit","MDRight"
1,1038,103,1,0.126355,3,3,"LIFGop","joke-lit","MDLeft"
2,1399,139,1,-0.259449,3,3,"RIFGop","joke-lit","MDRight"
3,4863,486,1,0.340659,3,3,"LMFG","joke-lit","MDLeft"
4,5104,510,1,0.166438,3,3,"RMFG","joke-lit","MDRight"
